Driver_NID,License_No,Name,Father's_Name,Address,Birth_Date,Blood_Group,Mobile_No
8298337433,7584297749,Chastity Lott,Greggory Knowlden,30 Amoth Park,29-Jul-1959,AB -ve,+86 210 890 6559
4662892066,9011330927,Alanah Inett,Brad Corker,4077 Warrior Drive,08-Mar-1943,AB +ve,+966 750 366 9659
8021131721,5040445377,Ivory Bourley,Krissy Rennison,715 Namekagon Plaza,17-Nov-1964,A -ve,+7 652 665 2368
8923895776,2997626277,Illa Taffrey,Gerik Garrud,4 Sage Point,23-Nov-1991,B -ve,+55 275 586 6386
2209795370,2461079854,Georgi Robken,Reeta Jobbing,86 Red Cloud Way,01-Mar-1951,B +ve,+33 951 340 9343
9050022820,7922741340,Klara Suggett,Aristotle Vannozzii,35 Melby Park,27-Dec-1979,AB +ve,+1 453 315 2893
9840148591,0765178761,Whitaker Farraway,Hildy Dedden,555 Clyde Gallagher Circle,11-Nov-1946,O +ve,+63 345 822 7948
3561247210,5471358112,Tam Brumen,Cly Seamarke,6802 Derek Court,02-Feb-1983,AB -ve,+503 440 961 2110
3039292714,8054309961,Jason Eim,Kanya Vasyukhin,9686 Roxbury Junction,16-Feb-1976,AB +ve,+420 554 341 4853
2243497611,4951129280,Sayres Stango,Sancho Seifenmacher,74 Leroy Alley,15-Feb-1948,B -ve,+994 691 748 4365
6247141157,5258269248,Hersch Meachan,Ericha McCard,10 Pond Plaza,03-Apr-1965,A -ve,+86 710 431 4965
1305539834,5226361173,Nessy Baudichon,Carlotta Pllu,54028 5th Drive,18-Mar-1942,A +ve,+52 939 727 7045
5790338755,7723244037,Fernandina Trenbay,Alayne Blasio,5 Corry Pass,02-Dec-1964,A +ve,+33 406 582 8909
8959298662,1863091122,Uriel Osmund,Kelley Dove,4614 Elka Trail,26-Oct-1993,"",+62 753 469 6964
5882039681,1350849774,Harp Constance,Romonda Leguay,97242 Forest Run Lane,05-Jun-1960,"",+55 659 237 6274
5229727144,1015935834,Calli Melville,Cristie Robeiro,152 Johnson Lane,08-Dec-1985,O +ve,+998 550 174 2072
0529817357,3231695236,Maddy Duffield,Virginie Verny,0428 Spenser Junction,01-Aug-1979,AB +ve,+234 660 278 8153
2146993332,9761653323,Nap Peile,Angeline Cavanagh,681 Dryden Alley,24-May-1941,"",+256 316 425 6930
5259042441,5965442122,Artus Aronin,Rene Archambault,73 Iowa Lane,11-Nov-1983,A +ve,+62 615 169 3041
3411010134,5382959919,Prudence George,Freida Di Antonio,24 4th Circle,29-Oct-1965,O -ve,+86 987 833 2805
2725333954,1892276267,Ruthann Bumpas,Jacintha Ferencowicz,33852 Tennyson Circle,09-Aug-1964,A +ve,+504 332 537 9814
4740881438,7969527434,Wendel Dumberell,Maia Oxherd,60455 Oxford Parkway,29-Sep-1969,AB -ve,+62 907 164 0071
6302478251,3708248759,Wilt Ottewell,Amabel Autrie,5 Oak Place,17-Apr-1962,A +ve,+62 814 444 1798
4606001259,7344157608,Rafaellle Exall,Lida Conaghy,7 Mesta Trail,13-Dec-1977,O -ve,+92 392 322 0122
4761340290,0721280137,Fay Marlowe,Ricky Brewer,64575 Hallows Pass,21-Nov-1975,AB +ve,+64 695 570 2095
4691098216,8816109106,Susi Gibbieson,Bernhard Durnall,134 Mesta Lane,14-Dec-1994,B -ve,+234 984 682 5716
1732397864,6312652106,Andres Thieme,Lise Zavattero,89277 Fallview Road,07-Jul-1982,"",+54 152 683 7030
0278096824,8788969991,Darda Rabbage,Hobart Yurukhin,62 Monica Trail,16-Aug-1966,O -ve,+227 726 371 1367
0393490580,9640790451,Julissa Aujouanet,Sela Matuszewski,41 Macpherson Pass,09-Apr-1945,AB -ve,+31 861 784 1280
1210552930,0805319107,Etheline Squelch,Quincy O'Dare,59 Jackson Court,12-Dec-1948,B -ve,+86 818 159 4693
2204925241,0369116453,Gordy Wathan,Raven Sangwine,37962 Independence Way,09-Aug-1942,B +ve,+57 307 240 5762
8144667964,4467191879,Brucie MacGraith,Dena Marzella,5 Burning Wood Circle,03-Sep-1953,O -ve,+86 873 626 1836
0050117459,6840585220,Genvieve Stiggers,Amargo Smitton,0564 Lighthouse Bay Road,06-Dec-1979,A +ve,+351 536 694 3549
3829865880,5767199027,Rosalinda De Fries,Consalve Rameaux,5 Buena Vista Junction,01-Jun-1980,AB -ve,+51 737 540 7018
2702815758,0130946451,Prudence Hardaway,Barbaraanne Kalewe,0260 Buell Pass,03-May-1974,A -ve,+62 997 263 4878
6365715781,3793870049,Clemmie Stihl,Levey Harlin,1 Shasta Drive,29-May-1973,AB -ve,+63 990 372 9704
7291509556,9619091310,Wald Woolward,Kate Winchcombe,95137 Rigney Circle,25-Aug-1957,O +ve,+7 816 647 8485
3315387451,7637577643,Sholom Schrei,Zolly Agget,26 Forest Crossing,30-Oct-1968,AB +ve,+86 942 274 6756
1449117783,3211454594,Angela Brittoner,Teriann Metcalfe,55210 Arizona Street,21-May-2000,A +ve,+48 206 605 6574
2999421281,1180900286,Samson Inkster,Cecil Neaves,13844 Becker Junction,06-Jun-1946,AB +ve,+7 562 963 8163
6604392325,4778950879,Valentino Pigden,Cristie Call,54663 Anthes Trail,03-May-1992,AB -ve,+374 146 962 3258
2491835576,7255020194,Britt Whacket,Lauryn d'Escoffier,87 Ruskin Terrace,13-Oct-1968,B +ve,+420 907 697 7969
6518774355,9630422387,Enriqueta Cawthron,Selby Helling,2192 Sunnyside Place,01-Oct-1956,A +ve,+86 828 755 7990
9133060185,8507093450,Iormina Coonan,Matthias Yakushkin,5627 East Street,20-Dec-1953,B -ve,+86 111 718 7464
7764026034,0166673684,Washington Iowarch,Nell Dana,1 Washington Drive,17-Aug-1982,B -ve,+7 181 565 5599
5460215374,7605203497,Demetre Yong,Yank O'Towey,807 Bunting Avenue,16-Dec-1951,AB -ve,+86 419 308 2659
9523322036,7540792841,Emelia Lalor,Nydia Dukesbury,291 2nd Alley,21-Jul-1974,O +ve,+380 619 313 3909
6498839481,2307982221,Harlin Peggs,Jenni Hatfull,9414 Straubel Terrace,05-Mar-1977,A -ve,+55 617 445 6592
2216347116,8868822997,Iosep Eckels,Charita Gonnelly,89139 Blaine Pass,17-Apr-1957,A -ve,+55 304 331 9828
5188049139,6881333978,Bud Karlolczak,Harlin Spileman,00 Lyons Lane,21-Aug-1947,AB +ve,+86 289 300 7843
2056259710,7113667627,Meyer Mill,Gauthier Allcroft,01362 Garrison Lane,03-May-1958,A +ve,+63 759 309 8961
3561284809,9517792867,Gerik Letessier,Kale Ionesco,5 Pleasure Terrace,16-Feb-1954,O -ve,+86 620 192 5902
9709041436,3782971353,Tiff Sherbrooke,Nancie Cozins,1 Farmco Drive,30-Aug-1950,O -ve,+46 226 444 3023
8141449745,7525845867,Xylia MacCarrick,Wakefield Larrad,808 Schmedeman Park,20-May-1968,B -ve,+51 813 402 7914
8714600846,3511030013,Sydelle Gehringer,Viviana Dawney,63639 Dorton Crossing,10-Sep-1982,A -ve,+84 578 640 6320
6023641482,1819712176,Lucian Silverlock,Joye Toretta,6632 Sullivan Street,08-Sep-1999,O -ve,+30 792 654 7734
1918196362,1321446098,Bret Carbin,Levey Christofle,95816 Mockingbird Terrace,23-Sep-1984,"",+98 649 137 1377
5658100151,1001297040,Neall Statefield,Flory Shemming,47 Upham Lane,18-Aug-1970,O -ve,+351 991 252 5629
0461284243,8961109170,Edna Urquhart,Aylmer Ropert,08569 Trailsway Way,10-Mar-1991,"",+1 224 280 5145
0829231900,4466996598,Tye Nana,Derick Jaskiewicz,0094 Mitchell Lane,11-Jan-1946,AB -ve,+81 556 449 8758
1325278483,8350905018,Orlan Renish,Lazarus Batistelli,14 Kenwood Crossing,05-Oct-1944,AB -ve,+351 220 249 7299
7158018288,5124582413,Toddie Milne,Alexei Blackburne,13307 Hanover Park,17-Jan-1974,A -ve,+62 217 877 4185
8906736649,2153531004,Miltie Bortoletti,Nerte Giacometti,4207 Prairieview Drive,11-Apr-1951,AB +ve,+86 677 828 9330
2679019563,3707093786,Sloan Arlt,Lev McBrier,394 Superior Way,23-Nov-1996,O +ve,+351 544 616 3406
0740697064,9600968802,Tabbie Styant,Keriann Antliff,6898 Kings Plaza,17-Aug-1988,A +ve,+86 241 829 7402
0944613780,9744041935,Thatch Epple,Ulla Niezen,5857 Harbort Alley,19-Jan-1941,"",+62 881 700 7128
8899127980,1437239811,Sheeree Dicke,Jody MacAlpyne,153 American Plaza,23-Apr-1980,O +ve,+1 318 426 5417
0017859549,6823297263,Emmett Ubank,Lonnard Childerley,916 Vernon Plaza,08-May-1979,O +ve,+58 654 104 3950
3137849896,4400955540,Torrence Dunlap,Katheryn Linskey,9 Northridge Parkway,31-Oct-1992,A +ve,+86 196 429 3757
1355936942,5810504736,Jordan Montilla,Tybi Elgood,97 Golf Way,29-Oct-1976,A +ve,+62 702 815 2928
9581402748,5684605540,Baillie Raffon,Wanids Spradbrow,78 Forest Run Hill,04-Sep-1976,A +ve,+33 805 550 7518
8035823515,7609720933,Tarrah Danielski,Idalina Penreth,55 Daystar Trail,27-Jul-1964,AB +ve,+46 387 508 0062
1224227212,9249980752,Augy Capozzi,Ermanno Diamond,04 Comanche Park,01-Feb-1980,AB -ve,+57 809 766 5588
0124596282,8733769273,Georgianne Awmack,Ashien Lanchbury,4 Golden Leaf Lane,02-Sep-1969,AB -ve,+86 344 944 1378
3415869229,9934732513,Pepita MacGowing,Flory Ordelt,34 Del Mar Plaza,07-Jun-1990,O -ve,+966 470 177 6631
9552422906,1897465556,Abra Widdows,Antonino Vellender,362 Sullivan Court,12-Feb-1997,O -ve,+420 379 515 9997
7182401029,4789342433,Lynde McNelly,Palm Stansbie,415 Russell Terrace,10-Jan-1962,A -ve,+57 470 131 0478
5311310030,6419453526,Minni Eyam,Melody Stuttman,91431 Derek Lane,14-Oct-1955,"",+81 489 671 2190
2476926558,0450400948,Rosamond Slegg,Priscella Geaveny,6 Northport Plaza,03-Mar-1974,"",+963 639 829 2663
2134732865,8173574804,Carly Orbon,Toby Sugar,7 Jenna Parkway,24-Dec-1944,B +ve,+7 814 658 0929
7566274902,0844006947,Giustina Wombwell,Stoddard Wadie,19 Fisk Circle,05-Mar-1970,O -ve,+86 688 744 4008
2016904658,7618814244,Symon Durgan,Tory Jovovic,54691 Kedzie Drive,21-Apr-1940,AB -ve,+500 567 875 5273
3200359951,7357376524,Irina Guitte,Kori Stannard,5442 Eastlawn Avenue,18-May-1982,B -ve,+66 813 548 6009
0486988465,6749499953,Anderson McNabb,Joscelin Avarne,2307 Paget Drive,03-Dec-1972,O -ve,+46 178 228 2985
1664450335,9986865735,Ivonne Dutchburn,Melodie Latty,01702 Kedzie Alley,02-Jul-1985,B -ve,+86 883 995 8303
4681003794,1417955279,Marven Pearman,Jena Wherry,1841 Dawn Drive,14-Jul-1971,O +ve,+1 757 237 2743
7018432235,0327929332,Gerrilee Edgeley,Itch Buffy,51 Warner Pass,11-Feb-1982,O -ve,+86 535 745 0149
0623191776,5457636887,Elladine Rodbourne,Sharyl Avent,7788 East Place,17-Mar-1980,B -ve,+66 876 261 4402
0888608950,0007173903,Cacilie Pringer,Ellie Pritchard,46056 Mesta Point,23-Apr-2000,O +ve,+92 883 454 8364
0033705054,3047514577,Reagen Vasilov,Tresa Queen,30639 Kipling Terrace,02-Feb-1946,B -ve,+62 648 488 6857
9859073619,9990400687,Ebonee Dornin,Livvie Harly,030 Springview Place,08-Sep-1987,AB +ve,+351 513 166 5005
0386220689,5470871045,Andrej Morrid,Redford Holt,4104 Grasskamp Avenue,08-Jul-1959,O -ve,+86 352 637 5338
7328246170,1670699366,Ninon Southcombe,Jolee Widger,10 Carberry Drive,30-Sep-1965,O +ve,+86 587 811 0626
6120637508,0994440502,Bond Shervil,Quillan Grace,250 Erie Hill,30-Sep-1947,A +ve,+86 732 422 2981
7411571504,7825904745,Karmen Scotsbrook,Ginger Hibbart,3 Hermina Drive,25-Mar-1996,A -ve,+31 763 181 0404
2360905988,4009610689,Georg Switland,Arch Ramstead,89 Merchant Alley,15-Nov-1994,O +ve,+55 669 597 7065
6851682753,3766712683,Uri Venmore,Courtnay Hissett,72289 Hazelcrest Park,17-Oct-1967,B +ve,+593 905 151 6042
5908147656,0215599691,Briant Headings,Quintin Hubbucke,9 Artisan Trail,25-Apr-1979,AB -ve,+51 579 271 9346
0464579201,4854818794,Reeta Klimkovich,Cathrine Yesson,1227 Sugar Drive,03-Jan-1954,AB +ve,+355 566 301 1519
4101383421,6682728743,Jesse Abercromby,Gretal Gummary,7 Mitchell Trail,14-Dec-1948,B -ve,+52 300 334 5234
1030734291,7993512476,Teodoor Frugier,Germaine Neenan,73386 Morrow Trail,11-Oct-1999,B -ve,+66 894 563 1226
9026140827,0974588024,Granny Spadotto,Viviyan McGrath,78 Mifflin Pass,19-Nov-1977,B +ve,+375 683 350 6950
6439958666,9122279903,Redford Beddis,Odille Standeven,402 Roxbury Street,28-Mar-1940,O -ve,+46 315 185 8341
5793148019,5563276066,Samuele Aupol,Bridgette Kissock,061 Bashford Pass,21-Oct-1990,B -ve,+7 858 564 3439
3740615605,9489172960,Banky Haydney,Marielle Diano,070 Raven Avenue,01-May-1990,O +ve,+62 435 848 6139
9745364479,7632756590,Aldo Munroe,Garey Heigho,93225 Arkansas Street,26-Feb-1979,A +ve,+86 992 293 4069
8950935902,5986742524,Alisun Stockman,Kristian Rodda,0784 Corry Avenue,11-Sep-1945,A +ve,+7 553 510 4427
3122241293,5404855711,Alyssa McNea,Daphne Morena,9 Carioca Way,15-Dec-1962,AB +ve,+86 643 785 0571
2163415961,5353462874,Milton Hartas,Teresa Baylay,9639 Jackson Terrace,22-Jun-1943,A +ve,+86 238 831 5747
9138172240,3711078184,Michele Duckhouse,Griselda Pollicote,294 Grasskamp Circle,26-Mar-1959,O -ve,+55 448 784 2117
8721935726,4755964369,Brena Silcox,Daryl Pinckney,67845 Shasta Place,24-Sep-1954,AB -ve,+265 128 667 3134
